,SERVICE,PART_NAME
6169,Drivetrain-Brakes-Repair,"['Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
6174,Engine-Water Pump Group-Rebuild,['Kit - Engines']
6196,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Plates and Strips', 'Retaining Rings']"
6206,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Driveshafts and Joint Groups']"
6224,Drivetrain-Brakes-Rebuild,"['Controls-Primary', 'Kit - Drivetrain and Steering']"
6229,Drivetrain-Axle-Rebuild,"['Driveshafts and Joint Groups', 'Yokes']"
6237,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Washers and Spacers']"
6257,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Studs', 'Gaskets']"
6258,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals']"
6300,Drivetrain-Brakes-Repair,"['Control Units and ECMs', 'Position Sensors']"
6302,Drivetrain-Axle-Rebuild,"['Driveshafts and Joint Groups', 'Threaded Bosses']"
6329,Drivetrain-Differential-Repair,"['Fasteners Nuts', 'No Data']"
6331,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Caps and Plugs']"
6368,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Pins']"
6372,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
6440,Engine-Engine cooling system-Replacement,"['Hose Assemblies', 'Thermostat']"
6447,Drivetrain-Axle-Rebuild,"['No Data', 'Shafts']"
6449,Drivetrain-Axle-Rebuild,"['Caps and Plugs', 'Driveshafts and Joint Groups']"
6451,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Washers and Spacers']"
6458,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Rotating Seals', 'Seals']"
6459,Drivetrain-Axle-Rebuild,"['Bearings', 'Caps and Plugs']"
6467,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Master Cylinders', 'O-Rings', 'Seals']"
6498,Drivetrain-Brakes-Rebuild,"['Information Films', 'Kit - Maintenance']"
6508,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Fasteners Studs', 'Gaskets']"
6511,Engine-Injector Group-Rebuild,['Bearings']
6512,Drivetrain-Axle-Rebuild,"['Bearings', 'Caps and Plugs', 'Yoke Assemblies']"
6536,Drivetrain-Axle-Rebuild,"['Gaskets', 'O-Rings', 'Seals', 'Trunnions']"
6554,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Kit - Hydraulics']"
6566,Engine-Injector Group-Rebuild,"['Bridge', 'Clamps and Clips']"
6571,Drivetrain-Brakes-Repair,['Bumpers']
6588,Drivetrain-Brakes-Rebuild,"['Fasteners Studs', 'Springs']"
6591,Drivetrain-Brakes-Rebuild,"['No Data', 'Springs', 'Valve Cartridges']"
6592,Engine-Water Pump Group-Rebuild,"['Bearings', 'Gaskets', 'O-Rings', 'Seals', 'Shafts']"
6601,Engine-Turbo Group-Rebuild,"['Gaskets', 'O-Rings', 'Seals']"
6619,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance']"
6645,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance', 'No Data']"
6652,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance', 'Screen Filters']"
6714,Drivetrain-Axle-Rebuild,"['Bearings', 'Gaskets']"
6715,Drivetrain-Axle-Rebuild,"['Bars', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Washers and Spacers', 'Yokes']"
6720,Drivetrain-Brakes-Rebuild,"['Breathers', 'Kit - Hydraulics']"
6722,Drivetrain-Brakes-Rebuild,"['Hyd Cylinder Piston', 'Rings']"
6733,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Kit - Drivetrain and Steering', 'Kit - Maintenance']"
6738,Drivetrain-Brakes-Rebuild,"['Master Cylinders', 'Tubes']"
6751,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Kit - Maintenance']"
6783,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
6799,Drivetrain-Brakes-Repair,"['Bearings', 'Friction Discs', 'Shims']"
6806,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Kit - Engines', 'Valve Cartridges']"
6827,Engine-Water Pump Group-Rebuild,"['Seals', 'Gaskets', 'O-Rings']"
6837,Engine-Water Pump Group-Rebuild,"['Impellers', 'Kit - Engines', 'Shaft Seals']"
6841,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
6878,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Kit - Engines']"
6899,Drivetrain-Axle-Rebuild,"['Bars', 'Driveshafts and Joint Groups', 'Plates and Strips']"
6911,Drivetrain-Brakes-Rebuild,"['Kit - Hydraulics', 'Valve Components']"
6920,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Retaining Rings']"
6936,Drivetrain-Brakes-Repair,"['Linkage Pins', 'Retaining Pins']"
6941,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals']"
6966,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Injectors']"
7021,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Washers and Spacers']"
7029,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'No Data']"
7045,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Housing']"
7052,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Seals']"
7067,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Hose adapters', 'Valve Cartridges']"
7072,Drivetrain-Differential-Repair,"['Grease', 'Washers and Spacers']"
7079,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals']"
7120,Drivetrain-Brakes-Rebuild,"['Bearing Retainers', 'Hubs']"
7121,Drivetrain-Axle-Rebuild,"['Bearing Housings', 'Driveshafts and Joint Groups']"
7122,Drivetrain-Brakes-Rebuild,"['Breathers', 'Joystick Components', 'Kit - Drivetrain and Steering']"
7131,Drivetrain-Brakes-Rebuild,"['Kit - Hydraulics', 'No Data']"
7157,Engine-Water Pump Group-Rebuild,"['Bars', 'Plates and Strips', 'Rod Eye', 'Water Pumps']"
7162,Drivetrain-Brakes-Rebuild,"['Kit - Maintenance', 'Retaining Rings']"
7178,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims']"
7183,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Valve Cartridges']"
7192,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Drivetrain and Steering', 'Springs', 'Valve Components']"
7210,Drivetrain-Brakes-Repair,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals', 'Valve Cartridges']"
7253,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
7270,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Retaining Rings', 'Seals']"
7274,Engine-Water Pump Group-Rebuild,"['Gaskets', 'Housings and Covers', 'Impellers', 'Shaft Seals', 'Shafts']"
7281,Drivetrain-Brakes-Rebuild,"['Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Valve Groups and Assemblies']"
7301,Drivetrain-Brakes-Rebuild,['Service and Repair Drivetrain and Steering Kit']
7306,Drivetrain-Brakes-Rebuild,"['Hose Assemblies', 'Hose adapters', 'Kit - Maintenance']"
7336,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Grommets', 'Washers and Spacers']"
7371,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Clamps and Clips', 'Plates and Strips']"
7381,Drivetrain-Brakes-Repair,"['Gaskets', 'Hydraulics Filter Components', 'O-Rings', 'Seals']"
7386,Engine-Injector Group-Rebuild,"['Gaskets', 'O-Rings', 'Seals', 'Temperature Sensors']"
7393,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components']"
7397,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Plates and Strips', 'Rotating Seals']"
7413,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Drivetrain and Steering', 'Kit - Engines']"
7417,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Kit - Hydraulics']"
7423,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Controls-Switching', 'Springs']"
7429,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Dowel Pins', 'Plates and Strips']"
7434,Drivetrain-Brakes-Rebuild,"['Grommets', 'Kit - Maintenance']"
7451,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Fasteners Studs', 'Thermostat']"
7471,Drivetrain-Brakes-Rebuild,"['Brake Valves', 'Caps and Plugs', 'Kit - Drivetrain and Steering']"
7499,Drivetrain-Axle-Rebuild,"['Bars', 'Dowel Pins', 'Plates and Strips', 'Thrust Washers']"
7514,Drivetrain-Brakes-Rebuild,"['Duo Cone Group', 'Hose Assemblies', 'Kit - Maintenance']"
7532,Drivetrain-Axle-Rebuild,"['Bearings', 'Gaskets', 'Yoke Assemblies']"
7538,Drivetrain-Brakes-Rebuild,"['Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Maintenance']"
7542,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Controls-Switching', 'Valve Cartridges']"
7546,Engine-Water Pump Group-Rebuild,['Fasteners Studs']
7549,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'Hose adapters', 'Plates and Strips', 'Separator Plates', 'Valve Components']"
7563,Engine-Turbo Group-Rebuild,"['Cartridges', 'Clamps and Clips', 'Hose adapters']"
7569,Drivetrain-Brakes-Repair,"['Bearings', 'Bolts and Screws']"
7576,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Valve Components']"
7583,Drivetrain-Axle-Rebuild,"['Bars', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
7584,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Kit - Hydraulics']"
7591,Engine-Injector Group-Rebuild,"['Gaskets', 'Injectors', 'O-Rings', 'Seals']"
7592,Engine-Turbo Group-Rebuild,"['Clamps and Clips', 'Kit - Engines']"
7595,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Plates and Strips', 'Washers and Spacers']"
7637,Drivetrain-Differential-Repair,"['Bolts and Screws', 'Grease']"
7639,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters']"
7647,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Controls-Switching', 'Washers and Spacers']"
7679,Engine-Injector Group-Rebuild,"['Fasteners Studs', 'Kit - Engines']"
7684,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Hyd Cylinder Piston', 'O-Rings', 'Seals', 'Springs']"
7689,Drivetrain-Brakes-Rebuild,"['Hyd Cylinder Piston', 'Springs']"
7705,Drivetrain-Brakes-Rebuild,"['Controls-Primary', 'Gaskets', 'Hyd Cylinder Piston', 'Hydraulics Filter Components', 'Information Films', 'Joystick Components', 'O-Rings', 'Seals']"
7711,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Hose adapters', 'Kit - Maintenance']"
7721,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Position Sensors']"
7742,Engine-Turbo Group-Rebuild,['Hose Assemblies']
7757,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Seals']"
7764,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Gaskets', 'Hose adapters', 'Turbos and Turbo Groups', 'Washers and Spacers']"
7771,Engine-Engine cooling system-Replacement,"['Air Cooler', 'Lube Filters']"
7779,Engine-Injector Group-Rebuild,"['Dowel Pins', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
7796,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Gaskets', 'Hose adapters']"
7811,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Gaskets', 'O-Rings', 'Seals']"
7814,Drivetrain-Brakes-Rebuild,"['Bearings', 'Fasteners Studs']"
7825,Drivetrain-Brakes-Rebuild,"['Bars', 'Plates and Strips', 'Valve Components']"
7828,Drivetrain-Brakes-Rebuild,"['Bars', 'Dowel Pins', 'Plates and Strips', 'Pressure Caps', 'Spherical Balls']"
7854,Drivetrain-Axle-Rebuild,"['Bearings', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
7858,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Solid Rods']"
7874,Drivetrain-Brakes-Rebuild,"['Bars', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
7885,Drivetrain-Brakes-Rebuild,"['Fluid Filter', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals']"
7886,Drivetrain-Brakes-Rebuild,"['Fluid Filter', 'Hose Assemblies', 'Kit - Maintenance', 'Tubes']"
7916,Engine-Injector Group-Rebuild,"['Bridge', 'Dealer Shop Supplies and Specialty', 'Gaskets', 'O-Rings', 'Seals']"
7930,Engine-Injector Group-Rebuild,"['Custom Supports', 'Kit - Engines']"
7932,Drivetrain-Differential-Repair,['Gaskets']
7946,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
7972,Engine-Turbo Group-Rebuild,"['Fasteners Nuts', 'Turbos and Turbo Groups', 'Washers and Spacers']"
7974,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges']"
7977,Engine-Turbo Group-Rebuild,"['Clamps and Clips', 'Fasteners Studs', 'Turbos and Turbo Groups']"
7999,Drivetrain-Axle-Rebuild,"['Bearings', 'Washers and Spacers']"
8008,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Drivetrain and Steering', 'Solid Rods', 'Springs']"
8041,Drivetrain-Brakes-Rebuild,"['Breathers', 'Controls-Switching', 'Gaskets', 'O-Rings', 'Seals', 'Solid Rods', 'Springs', 'Valve Components']"
8044,Drivetrain-Differential-Repair,['Fasteners Nuts']
8063,Engine-Injector Group-Rebuild,['Dealer Shop Supplies and Specialty']
8065,Drivetrain-Brakes-Rebuild,['Separator Plates']
8076,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Maintenance', 'O-Rings', 'Screen Filters', 'Seals']"
8079,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Springs']"
8088,Drivetrain-Brakes-Rebuild,"['Kit - Maintenance', 'Other Non-Metallic Covers and Supports']"
8106,Drivetrain-Brakes-Rebuild,"['Fluid Filter', 'Friction Discs']"
8111,Drivetrain-Brakes-Repair,"['Bolts and Screws', 'Bulk Seals']"
8118,Drivetrain-Brakes-Rebuild,"['DT Valve Groups', 'Kit - Hydraulics', 'Master Cylinders', 'Tubes']"
8119,Drivetrain-Brakes-Repair,"['Connector', 'Kit - Electronics']"
8121,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Seals', 'Shims', 'Springs']"
8128,Drivetrain-Brakes-Rebuild,"['Breathers', 'Gaskets', 'Kit - Drivetrain and Steering', 'Mounts Bushing']"
8138,Drivetrain-Axle-Rebuild,"['Shims', 'Valve Components']"
8151,Drivetrain-Brakes-Rebuild,"['Kit - Hydraulics', 'Kit - Maintenance']"
8153,Drivetrain-Brakes-Rebuild,"['Joystick Components', 'Kit - Maintenance']"
8155,Drivetrain-Brakes-Rebuild,"['Bearing Retainers', 'Hubs', 'Shims']"
8165,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose Assemblies', 'Kit - Drivetrain and Steering']"
8199,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Springs', 'Valve Components']"
8210,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Hyd Cylinder Rod Assembly']"
8246,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Springs']"
8257,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Gaskets', 'Hose Assemblies', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'O-Rings', 'P&M Actuator and Control Parts', 'Seals']"
8264,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'Hubs', 'O-Rings', 'Plates and Strips', 'Seals']"
8269,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Drivetrain and Steering', 'Kit - Maintenance']"
8270,Engine-Water Pump Group-Rebuild,"['Shaft Seals', 'Water Pumps']"
8271,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Kit - Maintenance', 'Screen Filters']"
8278,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'P&M Housings and Bodies', 'Seals', 'Springs']"
8286,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Hose adapters', 'Kit - Maintenance', 'Tubes', 'Washers and Spacers']"
8292,Drivetrain-Axle-Rebuild,"['Shims', 'Thrust Washers']"
8308,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rounds', 'Seals']"
8317,Drivetrain-Brakes-Rebuild,"['Brake Piston', 'Kit - Drivetrain and Steering']"
8331,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Thrust Washers']"
8348,Drivetrain-Brakes-Rebuild,"['Bars', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
8360,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Gaskets', 'Linkage Pins', 'O-Rings', 'Plates and Strips', 'Rounds', 'Seals']"
8409,Engine-Water Pump Group-Rebuild,"['Custom Supports', 'Impellers']"
8421,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Manually Operated Valves', 'O-Rings', 'Seals']"
8440,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Washers and Spacers']"
8443,Drivetrain-Axle-Rebuild,"['Trunnions', 'Washers and Spacers']"
8458,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Retaining Rings']"
8472,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Plates and Strips']"
8499,Drivetrain-Brakes-Repair,"['Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
8539,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Pressure Switches']"
8562,Drivetrain-Brakes-Rebuild,"['Bearings', 'Kit - Drivetrain and Steering', 'Rounds']"
8585,Drivetrain-Brakes-Rebuild,"['Bars', 'Plates and Strips', 'Washers and Spacers']"
8586,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Plates and Strips', 'Rounds', 'Shims', 'Thrust Washers', 'Washers and Spacers']"
8618,Engine-Turbo Group-Rebuild,['Tube and Bellows Assemblies']
8650,Engine-Injector Group-Rebuild,"['Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
8660,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Retaining Rings', 'Rotating Seals', 'Seals']"
8666,Drivetrain-Brakes-Rebuild,"['Bearings', 'Friction Discs', 'Springs']"
8683,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Separator Plates']"
8693,Drivetrain-Axle-Rebuild,"['Duo Cone Group', 'Shims', 'Washers and Spacers']"
8709,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
8718,Drivetrain-Brakes-Rebuild,"['Kit - Hydraulics', 'Retaining Rings']"
8719,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Kit - Hydraulics']"
8740,Engine-Water Pump Group-Rebuild,['Bolts and Screws']
8745,Drivetrain-Brakes-Rebuild,"['Controls-Primary', 'Fluid Filter', 'Kit - Maintenance', 'Manually Operated Valves']"
8748,Drivetrain-Brakes-Rebuild,"['Joystick Components', 'Retaining Rings', 'Springs']"
8759,Drivetrain-Brakes-Rebuild,"['Breathers', 'Kit - Drivetrain and Steering']"
8766,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts']"
8777,Drivetrain-Differential-Repair,['Shaft Seals']
8782,Drivetrain-Differential-Repair,['Common Electrical Components']
8794,Engine-Turbo Group-Rebuild,"['Cartridges', 'Gaskets', 'O-Rings', 'Seals']"
8809,Drivetrain-Axle-Rebuild,"['Bearing', 'Bearings']"
8819,Engine-Water Pump Group-Rebuild,"['No Data', 'Shaft Seals', 'Shafts']"
8822,Drivetrain-Brakes-Rebuild,"['Breathers', 'Gaskets', 'Hydraulics Filter Components', 'Kit - Maintenance', 'O-Rings', 'Screen Filters', 'Seals']"
8890,Engine-Injector Group-Rebuild,"['Injectors', 'Temperature Sensors']"
8902,Drivetrain-Brakes-Rebuild,"['Controls-Primary', 'Kit - Maintenance']"
8915,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Seals']"
8920,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Injectors', 'Valve Cartridges']"
8925,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Plates and Strips']"
8969,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Fasteners Nuts', 'Thrust Washers', 'Washers and Spacers']"
8986,Drivetrain-Brakes-Repair,"['Bearings', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
8995,Engine-Turbo Group-Rebuild,"['Bearings', 'Engine Bearings', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals']"
8999,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Rotating Seals', 'Seals']"
9001,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Fasteners Studs']"
9004,Drivetrain-Brakes-Rebuild,"['Brake Anchor', 'Fasteners Studs']"
9020,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance', 'Manually Operated Valves']"
9028,Drivetrain-Brakes-Rebuild,"['Breathers', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Solid Rods']"
9062,Drivetrain-Brakes-Rebuild,"['Gaskets', 'Hose Assemblies', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Screen Filters', 'Seals']"
9082,Drivetrain-Brakes-Rebuild,"['Bearings', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals']"
9102,Drivetrain-Brakes-Repair,['Common Electrical Components']
9109,Drivetrain-Axle-Rebuild,"['Shafts', 'Sun Gears']"
9122,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Screen Filters', 'Seat Assembly', 'Springs', 'Washers and Spacers']"
9133,Drivetrain-Brakes-Rebuild,"['Information Films', 'Kit - Hydraulics']"
9140,Drivetrain-Axle-Rebuild,"['Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Seals', 'Yoke Assemblies']"
9143,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets']"
9147,Engine-Turbo Group-Rebuild,"['Clamps and Clips', 'Fasteners Studs', 'Thermostat']"
9150,Drivetrain-Brakes-Rebuild,"['Breathers', 'Hose Assemblies', 'Kit - Drivetrain and Steering']"
9151,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Driveshafts and Joint Groups', 'Yokes']"
9153,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals']"
9162,Drivetrain-Brakes-Rebuild,"['Bars', 'Plates and Strips', 'Rounds']"
9196,Drivetrain-Brakes-Rebuild,"['Bearings', 'Kit - Maintenance', 'Retaining Rings']"
9197,Engine-Turbo Group-Rebuild,"['Clamps and Clips', 'Fasteners Studs', 'Hose Assemblies', 'Sensors', 'Thermostat', 'Turbos and Turbo Groups']"
9208,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose Assemblies', 'Kit - Maintenance']"
